Artist,Genres,Songs,Popularity,Link,SName,SLink,Lyric,language
Lou Reed,Rock,223.0,0.0,/lou-reed/,Crazy Feeling,/lou-reed/crazy-feeling.html,"You're the kind of person that I've been dreaming of
You're the kind of person that I always wanted to love

And when I first seen you walk right through that bar door
And I seen those suit and tie johns buy you one drink
and then buy you some more, I had a

I know you had that crazy feeling
now, now, now, you're got that crazy feeling
You know that I've had that crazy feeling, too
I can see it in your

You got that crazy feeling
now, now, now, now, now, you got that crazy feeling
I've had that crazy feeling, too

Now everybody knows that business ends at three
And everybody knows that after hours love is free

And you, you really are a queen
oh, such a queen, such a queen
And I know, 'cause I made the same scene
I know just what you mean, because

You got that crazy feeling
now, now, now, you're got that crazy feeling
You got that crazy feeling deep inside
now, I can see it in your eyes

You got that crazy feeling
now, now, now, you're got that crazy feeling
And you got that crazy feeling, too
I feel just like, feel just like you

(Crazy feeling, crazy feeling)
",en
Tori Amos,Rock,291.0,0.0,/tori-amos/,Abnormally Attracted To Sin,/tori-amos/abnormally-attracted-to-sin.html,"Impeccable peccadillo
You are off your guard
Pussy willow calls there by the church,
“don’t go in if you are abnormally attracted to sin”
Abnormally attracted to sin
She may be dead to you
But her hips sway a natural kind of faith
That could give your lost heart
A warm chapel
You’ll sleep in her bell tower
And you will simply wake
Abnormally attracted to sin
Abnormally attracted to sin
Impeccable peccadillo
I know who you are
Tales of longing sway
Lost without a verse
Hymns of swing lay low
there by the church,
“don’t go in if you are abnormally attracted to sin”




by dave s.",en
David Bowie,Rock,463.0,6.8,/david-bowie/,Shining Star (Making My Love),/david-bowie/shining-star-making-my-love.html,"Eddie boy lit like paraffin spending two weeks in a crack house
Burns on his brain like Chernobyl

Dean was seen with a two bag purchase
He was lying dead on his mother's bed
Someone for pray for-till I met you

Life is like a broken arrow-memory a swingin' door
I could be your great misfortune-
I can make you happy every day of your life
Making my love like a shining star-takin' my love just a touch too far

Tessie turns tricks with a soul like ice cause love left holes
And four swell kids breaking her heart
I've got windows, I've seen much vice, I've touched down with vermin,
Cowardice, lice,
And I say

Nobody cares what you do-please be yourself to death
I could be your great misfortune
But you'll never find a, bet you'll never find a better man.
Making my love like a shining star
Taking my love just a touch too far.

Peter met Frank formed a dummy run gang
Worked heist or hit for 10 g's flat
Blew heads outta shape for the name of Trotsky,
Sinn-Fein, Hitler cashdown
No hope heroes cover the page with depts in hell
And fingers in blood
Poor little bodies all covered in scabs threw it all away
Another life in the grave
Another life in the grave

Life is like a broken arrow-memory a swingin' door
I could be your great misfortune-
Well I could make you happy every goddamn single day of your life

Making my love like a shining star
Like a shining star
Baby that's what you are
Like a shining star

Making my love like a shining star
Taking my love
Just a touch too far",en
Lou Reed,Rock,223.0,0.0,/lou-reed/,Follow The Leader,/lou-reed/follow-the-leader.html,"Follow, follow the leader na-na-now
New York, New York City na-na-na-na-na-na-na-na-na-now
Follow, follow the leader na-na-now
New York, New York City na-na-na-na-na-na-na-na-na-now

Oh, if you wanna dance
hey, work up a sweat
better-better-better, get yourself, ah-huh, a little romance
And you know you better, ooohhh
get up a little sweat and get a little romance
and you better, now

Follow, follow the leader na-na-na-na-na-now
New York, New York City na-na-na-na-na-na-na-na-na-now
Follow, follow the leader na-na-now
New York, New York City na-na-na-na-na-na-na-na-na-now

Yeah, if you wanna dance
you better work up a sweat now, baby
Get a little romance
Yeah, yeah, yeah, you better
yeah, you better work up a sweat now
Get yourself a little romance and you know, you better

Oh, no, boy, follow the leader, na-na-now
Oh, New York, New York City na-na-na-na-na-na-na-na-na-now
get it on ...
",en
Stereophonics,Rock,187.0,1.0,/stereophonics/,C'est La Vie,/stereophonics/cest-la-vie.html,"Yeah, you believe you're the king of the jungle,
You got the t-shirt, do you know how the song goes
You?re looking good but the fact is you're lazy,
But people love you 'cause you're funny and crazy.

7-11, buy a six pack o'beer,
If there's a party you're the last one to leave it.
It's not too late, we can stop all the dreamin?,
Get out this town, look around, we don't need it.

Hell and heaven, they can wait for you,
So go and do all the things that you want to do.

(We don't belong anywhere)
So set me free, C'est La Vie,
I said, come on pretty baby, take a chance on me,
It's a shame on me cause I didn't see,
That you were looking at me baby by the Ferris wheel.

I know you're cool but you think that you're chocolate,
Get off my nerves, cause I still got a soft spot.
You look at me, you think I got all the answers,
Maybe I do, but I'm scared takin' chances.

Floating our bottle, but we aint sailing nowhere,
Rip out the cork, get the wind into our hair.
Get off the train in the rain at the station,
Knock back the drink, cause we think the boat's sinkin'.

Hell and heaven, they can wait for you,
So go and do all the things that you want to do.

(We don't belong anywhere)
So set me free C'est la vie,
I said, come on pretty baby, take a dance with me.
I said, a shame on me cause I didn't see,
That you were looking at me baby by the Ferris wheel.

I said a stand by me, stick around with me,
Cause it's a long walk back to where we've just been.
I said, a hey there baby so you're banking on me,
I just I wish I never found her but hey C'est la vie.

I said they're playing our song on the radio,
And we're singing out loud, all the words that we know
And it's a long tongue Sally pissing off Peggy Sue
Oh it's about me and you cause it's time that we grew,
And you said yeah yeah yeah come along with me,
And then you think all the things that you want to see,
I said a woah pretty baby come and take my hand
I'm gonna shake you all night, baby yes I can, wooah!

Such as life in the rear view mirror,
The open road up ahead is the future.
Time came round and wrecked our place,
But when I look back now I got a smile on my face.

(We don't belong anywhere)
Come on baby take a chance with me,
Stick around on the town if you wanna see.
We don't belong anywhere is what she said to me,
So come on, take a dance and spin around with me.

She said shout now baby, set me free C'est la vie,
I said I'll stand by me, stick around with me.
And when the street lights fall, you can buy my beer,
Cause when the morning light comes, I'll be gone C'est la vie.

Yeah yeah,
We don't belong anywhere,
We don't belong anywhere,
We don't belong anywhere.

Set me free!
We don't belong anywhere,
We don't belong anywhere,
We don't belong anywhere,
We don't belong anywhere.",en
Stereophonics,Rock,187.0,1.0,/stereophonics/,Beerbottle,/stereophonics/beerbottle.html,"i watched the water rise in our house
the rain poured in and washed out our stuff
my father drank from beer bottles
then he'd say
we'll walk on, walk on, what's done, is done
walk on, my son, never let this world drag you down

all that we had was deep in the mud
our photographs and family treasures
my mother drank from beer bottles
then she'd say
we'll walk on, walk on, what's done, is done
walk on, my son, never let this world drag you down

don't let it bring you down (and let your head drop down)
don't let the sun go down (and let your light go out)
don't let yourself fall down
just pick yourself up from the street and get up on your feet

walk on, walk on, what's done, is done
walk on, my son, never let this world drag you down
never let this world drag you down",en
Ryan Adams,Rock,231.0,0.0,/ryan-adams/,Fuck The Rain,/ryan-adams/fuck-the-rain.html,"I wanna lie down here in your arms
And just die
Can I live
Long enough to be alive
With a bleached out heart and a broken smile?

Flowers for brains
Permanent sunshine

I wanna hold you
Pieces and prayers
And disarm
Can I live
Long enough to be believed
With a bleached out heart and a broken smile for the win?

Flowers for brains
Permanent sunshine

Fuck the rain
All that pain
Don't
Everything is fine
Can you stop?
Can I be alive?
Process all the doubt
And think
The numbers go in
But they dont go out
On time

Flowers for brains
Permanent sunshine
Flowers for brains
Permanent sunshine

Fuck the rain
Everything is fine
Can you stop?
Can we be alive?
Processing the doubt
You think
That the numbers they go in
And they don't go out
On time
'Cause you've got flowers for brains
And permanent sunshine

Flowers for brains and permanent sunshine
Flowers for brains and permanent sunshine",en
Sheryl Crow,Rock,153.0,1.4,/sheryl-crow/,Reach Around Jerk,/sheryl-crow/reach-around-jerk.html,"Wake me up when you are over
Cause I don't want to hear you say
That you've got worries on your shoulder
Well, I'd love to say they'd up and go away

I know that you ain't cryin'
But that don't mean that you don't feel
Deep inside you might be dying
That may be the only thing that's ever real

It's a reach around jerk in a button-down shirt
Talking sweet to keep all the little people happy
When the talk is cheap, the shit gets deep
Better face reality that everybody's had a bad day or two
They don't treat you like the way you think they should
So you lick your bitter wounds, turn and blame the government,
Establishment, hide your head so no one sees you when you're down

Wake me up when you are over
Let me know how long it took
If you ever need my sympathy
Honey, here's how deep you're gonna have to look

I know when you get older
You'll learn the art of how to please
But right now you're just getting colder
And my love is gonna bring you to your knees

It's a reach around jerk in a button-down shirt
Talking sweet to keep all the little people happy
When the talk is cheap, the shit gets deep
Better face reality that everybody's had a bad day or two
They don't treat you like the way you think they should
So you lick your bitter wounds, turn and blame the government,
Establishment, hide your head so no one sees you when you're down

If you need me, I am able
And if you need me, I'll be here
But when you reach across the table
Honey, you won't find me shedding any tears

",en
Cliff Richard,Rock,280.0,0.2,/cliff-richard/,The Day I Met Marie,/cliff-richard/the-day-i-met-marie.html,"Imagine a still summer's day.
When nothing is moving.
Least of all me.
I lay on my back in the hay.
The warm sun was soothing.
It made me feel good.
The day I met Marie.

The sound of her whisper hello.
Came tiptoing softly into my head.
I opened my eyes kinda slow.
And there she was smiling.
It made me feel good.
The day I met Marie.

With the laughing eyes.
She'd toss her hair and tantalize.
She came to touch me then she's gone
Just like a summer breeze.

I remember her kiss
So soft on my brow
And the way that she said
Baby go to sleep now
Baby go to sleep now

I woke with the chill in the air
The warm sun no longer hung in the sky
I reached out but she was not there
She'd gone where she came from
But I still feel good
To think i've known Marie
With the laughing eyes
She'd toss her hair and tantalize
She came to touch me then she's gone
Just like a summer breeze",en
Velvet Underground,Rock,74.0,0.0,/velvet-underground/,I Love You,/velvet-underground/i-love-you.html,"Ah, you've got such understanding ways
I believe everything that you say
Smiling faces not forgotten 'cause
I love you

When I think of all the things we've done
and we haven't even yet begun
Smiling faces not forgotten 'cause
I love you

Just for a little while
oh, just to see you smile
Just for a little while

You've got such understanding ways
oh, I believe, I believe every word that you say
Smiling faces not fogotten 'cause
I love you
",en
Stereophonics,Rock,187.0,1.0,/stereophonics/,As Long As We Beat The English,/stereophonics/as-long-as-we-beat-the-english.html,"1,2,3,4

We don't wanna be your enemy,
But when we're on the field,
It's red, white and green,

Get beat by the Irish,
Get beat by the Scots,
The French ought'ta struggle,
But you're the one we want,
We want...

As long as we beat the English,
As long as we beat the English,
As long as we beat the English, we don't care

As long as we beat the English,
As long as we beat the English,
As long as we beat the English, we don't care
We don't care
",en
Santana,Rock,275.0,1.7,/santana/,Do You Like The Way,/santana/do-you-like-the-way.html,"Watch the master plan, the pastures span
Through the streets, move the sheep
Flipped the beat, like the shepherd
It's a new day, my crew stay forever striving
Give thanks cause we alive, and been through the gutter
Now we see the horizon
It's clear to me now
Used to be confused, took a lot of years to see how
Now, we moving planets
Take the average mind and expand it
You take for granted like we're always gonna be disadvantaged
But soon come, it soon come, ya soon done
Ya start run, you stumble, we catch one
In the rhythm, Santana lick the guits with precision
Not accidental, intentional conscious decision
To Zion, we're marching through with African Mayans
Conquering Babylon with the heart of a lion
Behold the watch yesterday come back around
And the walls of Jericho come a-tumbling down

Tell me, how long has it been
Is everything, everything alright my friend

You see, time is passing, people asking how come none of this ain't lasting
Money will make people deal like they don't even have to feel
But no, it ain't real, it ain't real

Oh, do you like the way that it's going down
Do you like the way that it's going down
Ooh, do you like the way

How long, how long will we wait, to sit down and communicate
See, everything is relative, if you want to get then give
Can't we all just build and live,can't we, can't we ?

Do you like the way that it's going down
Do you like the way that it's going down
Do you like the way that it's going down
Do you like the way that it's going down",en
Cliff Richard,Rock,280.0,0.2,/cliff-richard/,The Lord's Prayer,/cliff-richard/the-lords-prayer.html,"Our Father who art in heaven
Hallowed be Thy name
Thy kingdom come
Thy will be done
On earth as in heaven
Give us today our daily bread
And forgive our sins
As we forgive each one of those
Who sins against us
And lead us not to the time of trial
But deliver us from evil
For Thine is the kingdom
The power and the glory

Let all the people say amen
in every tribe and tongue
Let every heart's desire be joined
To see the kingdom come
Let every hope and every dream
Be born in love again
Let all the world sing with one voice
Let the people say amen",en
Bruce Springsteen,Rock,505.0,5.2,/bruce-springsteen/,This Is Your Sword,/bruce-springsteen/this-is-your-sword.html,"Now Brothers and Sister listen to me
These are the few things that I leave to thee
The Sword of our Fathers with lessons hard taught
The Shield strong and sturdy from battles well fought

This is your Sword, this is your Shield
This is the power of love revealed
Carry them with you wherever you go
And give all the love that you have in your Soul

At times there are dark, dark must cover the earth
This world? s filled with the beauty of God? s work
Hold tight to your brawn, stay righteous, stay strong
When the Days of miracles will come along

This is your Sword, this is your Shield
This is the Power of love revealed
Carry it with you wherever you go, wherever you go
And give all the Love that you have in your Soul

In the Days of despair you can grow hard
? til you close your Mind and empty your Heart
If you find yourself staring in the Abyss
Hold tight to your loved ones and remember this

This Shield will protect your secret Heart
The Sword will defend from what comes in the Dark
Should you grow weary on the Battlefield
Well do no despair, our love is real

This is your Sword, this is your Shield
This is the Power of love revealed
Carry it with you wherever you go, wherever you go
And give all the Love that you have in your Soul
And give all the Love that you have in your Soul",en
David Bowie,Rock,463.0,6.8,/david-bowie/,Within You,/david-bowie/within-you.html,"How you turn my world
You precious thing.
You starve and near exhaust me.

Everything I've done,
I've done for you.
I move the stars for no one.

You've run so long.
You've run so far.
Your eyes can be so cruel,
Just as I can be so cruel,
Oh I do believe in you.
Yes I do.

Live without the sunlight.
Love without your heartbeat.
(Falsetto) I... I...
Can't.. live.. within you...",en
Tom Petty,Rock,202.0,1.0,/tom-petty-and-the-heartbreakers/,Shadow Of a Doubt (a Complex Kid),/tom-petty-and-the-heartbreakers/shadow-of-a-doubt-a-complex-kid.html,"There goes my baby, there goes my only one.
I think she loves me, but she don't wanna let on.
Yeah, she likes to keep me guessin',
She's got me on the fence with that little bit of mystery,
She's a complex kid and she's always been so hard to figure out.
Yeah, she always likes to leave me with a shadow of a doubt.

Sometimes at night I wait around 'til she gets off.
She don't like workin', she says she hates her boss,
But she's got me askin' questions, she's got me on the fence
With that little certain something, she's a complex kid,
And she's always been so hard to get around.
She always likes to leave me with a shadow of a doubt.

Just a shadow of a doubt, she says it keeps me runnin'.
I'm trying to figure out if she's leadin' up to something
And when she's dreamin', sometimes she sings in French,
But in the morning, she don't remember it.

But she's got me thinking 'bout it,
Yeah, she's got me on the fence
With that little bit of mystery, she's a complex kid,
And she's always been so hard to live without.
Yeah, she always likes to leave me, with a shadow of a doubt.",en
David Bowie,Rock,463.0,6.8,/david-bowie/,An Occasional Dream,/david-bowie/an-occasional-dream.html,"I recall how we lived
On the corner of a bed
And we'd speak of the Swedish room
Of hessian and wood
And we'd talk with our eyes
Of the sweetness in our lives
And tomorrows of rich surprise...
Some things we could do

In our madness
We burnt one hundred days
Time takes time to pass
And I still hold some ashes to me
An Occasional Dream

And we'd sleep, oh so close
But not really close our eyes
Tween the sheets of summer bathed in blue...
Gently weeping nights
It was long, long ago
And I still can't touch your name

For the days of fate were strong for you...
Danced you far from me

In my madness
I see your face in mine
I keep a photograph
It burns my wall with time
Time
An Occasional Dream
Of mine
An Occasional Dream
Of mine
An Occasional Dream
Of mine",en
Marianne Faithfull,Rock,248.0,0.0,/marianne-faithfull/,"Rosie, Rosie",/marianne-faithfull/rosie-rosie.html,"(Rosy Won't You Please Come Home)

Rosy, won't you please come home,
Mama don't know where you've been.
Rosy won't you please come home,
Your room's clean and no one's in it.

Oh, my Rosy, how I miss you,
You are all the world to me.
Take a look and see if you like it,
If you like it, please, come back.

Rosy, won't you please come home,
Since you joined the upper classes
You don't know us anymore,
Live and let your trouble pass.

Rosy, Rosy, where are you, tell me,
If you don't want to come back.
I will sacrifice all I have
To have a happy home once more.

Rosy, won't you please come home,
Two long years have passed away.
Since you tried to change your life
Christmas wasn't quite the same.

Rosy, Rosy, got any answers ?
You are miles across the sea
And I'll bake a cake if you tell me
You are on the first plane home.

Rosy, won't you please come home,
Mama don't know where you've been.
Rosy won't you please come home,
Your room's clean and no one's in it.

Oh, my Rosy, how I miss you,
You are all the world to me.
Take a look and see if you like it,
If you like it, please, come home.

",en
Cliff Richard,Rock,280.0,0.2,/cliff-richard/,Little Bitty Pretty One,/cliff-richard/little-bitty-pretty-one.html,"Little bitty pretty one
Come on and talk to me
Lovey dovey lovely one
I never want you to leave

Little bitty pretty one
I want you to know
Lovey dovey lovely one
I never want you to go
If you love me - you'll stay
And if you love me you won't go away
If you love me don't you know
That if you love me you won't go

Little bitty pretty one
Come on - talk to me
I never want you to leave

Don't go! Won't you stay! Don't go away!
Little bitty pretty one - come on talk to me
Lovey dovey lovely one
I never want you to leave - no!!",en
Tom Petty,Rock,202.0,1.0,/tom-petty-and-the-heartbreakers/,Dreamville,/tom-petty-and-the-heartbreakers/dreamville.html,"Goin' down to lillian's music store
To buy a black diamond string
Gonna wind it up on my guitar
Gonna make that silver sing
Like it was dreamville
Along time ago
A million miles away
All the trees were green
In dreamville

I keep wakin' up all by myself
With a blue jay in my brain
Flappin' his wings
Making me sing
It was just about to rain

Like it was dreamville
Where I was born
Light-years from here
And the air smelled good
In dreamville

Like it was dreamville
Where I was born
Light-years from here
And the trees were green
In dreamville

Ridin' with my momma
To glen springs pool
Water was cold
My lips were blue

There was rock and roll
Across the dial
When I think of her
It makes me smile

Like it was dreamville
Along time ago
A million miles away
All the trees were green
In dreamville
In dreamville

It was in dreamville
Along time ago
Light-years from here
And the air smelled good",en
Lou Reed,Rock,223.0,0.0,/lou-reed/,Martial Law,/lou-reed/martial-law.html,"I've declared a truce, so stop your fighting
the marshall is in town
I won't put up with no big mouth yapping
at least not while I'm around
This is my friend Ace, he's from the 8th precinct
nothing goes on that he don't know
And we've been send cause your arguments
have been going on for too long
And before one of you hurts the other one of you
I'm declaring martial law

I came, I saw, I declared martial law
I'm the marshall in the city
The jails are filled with people like you
you oughta listen to your diddy-wah-diddy
What's a girl like you doing with that lamp
you better drop it down on the floor
And son, that isn't very smart
kicking a hole in that door
Hey, Ace will you take a look at this place
and get those neighbors out of the hall
I'm declaring martial law

I came, I saw, I declared martial law
'cause I'm the marshall in the city
And if you stand away, I've got something to say
that I might even help you
Keep your hands to yourself and keep your big mouth shut
don't you touch nobody with hate-hate-hate-hate
And if all you've got is poison in your mouth
make sure that you don't speak
It's 3:30 in the early morning
don't punch, don't scratch, don't bite
Try not to take the garbage of the day
any place but outside

Now me and Mr. Ace are gonna leave this place
and this fighting's gonna end
And if we're called back, I'm gonna knock you flat
and stack you end to end

Ah, I came, I saw, I declared martial law
I'm the marshall in the city
I came, I saw, I declared martial law
I'm the marshall in the city, ooohhh
I came, I saw, I declared martial law
I'm the marshall in the city
I came, I saw, I declared martial law
'cause I'm the marshall in the city
",en
Ted Nugent,Rock,57.0,0.0,/ted-nugent/,"No, No, No",/ted-nugent/no-no-no.html,"There I was just a young white boy
Lots of time on my hands
I was on my own, not in love
Willing just to take a chance

There she was just a sweet young thing
Moonlight in her hair
Sweet young thing
I made my move and came on strong
She acted kinda scare

She said: No, no, no
No, no, no
She said: No, no, no
She said: Na, na, na, na, no

Well, here she comes with a smile on her face
She got that twinkle in her eyes
She made her move so desperately
The little girl's too much shy

She said: No, no, no
No, no, no
She said: No, no, no
She said: Na, na, na, na, no

The tables turned, she came on strong
An evil look was in her eyes
She grabbed and kissed, there's something wrong
She wanted me to spend the night

But I said: No, no, no
No, no, no
I said: No, no, no
I said: Na, na, na, na, no

I said: No, no, no
No, no, no
I said: No, no, no
I said: Na, na, na, na, no",en
Bruce Springsteen,Rock,505.0,5.2,/bruce-springsteen/,Radio Nowhere,/bruce-springsteen/radio-nowhere.html,"Radio Nowhere

I was tryin' to find my way home
But all I heard was a drone
Bouncing off a satellite
Crushin' the last lone American night
This is radio nowhere, is there anybody alive out there?
This is radio nowhere, is there anybody alive out there?

I was spinnin' 'round a dead dial
Just another lost number in a file
Dancin' down a dark hole
Just searchin' for a world with some soul

This is radio nowhere, is there anybody alive out there?
This is radio nowhere, is there anybody alive out there?
Is there anybody alive out there?

I just want to hear some rhythm
I just want to hear some rhythm
I just want to hear some rhythm
I just want to hear some rhythm

I want a thousand guitars
I want pounding drums
I want a million different voices speaking in tongues

This is radio nowhere, is there anybody alive out there?
This is radio nowhere, is there anybody alive out there?
Is there anybody alive out there?

I was driving through the misty rain
Searchin' for a mystery train
Boppin' through the wild blue
Tryin' to make a connection to you

This is radio nowhere, is there anybody alive out there?
This is radio nowhere, is there anybody alive out there?
Is there anybody alive out there?

I just want to feel some rhythm
I just want to feel some rhythm
I just want to feel your rhythm
I just want to feel your rhythm
I just want to feel your rhythm
I just want to feel your rhythm
I just want to feel your rhythm
I just want to feel your rhythm",en
Chris Isaak,Rock,143.0,4.8,/chris-isaak/,Shadows In A Mirror,/chris-isaak/shadows-in-a-mirror.html,"I'm watching somebody's heart break in two.
And wondering if somewhere your crying to.
Shadows in a mirror tell me that I'm wrong.
Shadows in a mirror, tell me that we're through.

I'm watching somebody's world at an end.
And wondering if someday we'll love again.
Shadows in a mirror tell me that I'm wrong.
Shadows in a mirror, tell me that we're through.

Oh and I, I still need your love.
I can't see my life darling without you.
Shadows in a mirror, shadows in a mirror.

( Guitar Solo )

I'm watching somebody's world at an end.
And wishing that somehow we could love again.
Shadows in a mirror tell me that I'm wrong.
Shadows in a mirror, tell me that we're through.

Oh and I, I still need your love.
I can't see my life darling without you.
Shadows in a mirror, shadows in a mirror.
Shadows in a mirror.

",en
Tom Petty,Rock,202.0,1.0,/tom-petty-and-the-heartbreakers/,Cabin Down Below,/tom-petty-and-the-heartbreakers/cabin-down-below.html,"Come on go with me, babe
Come on go with me, girl
Baby, let's go
To the cabin down below

I got a radio
Put it on soft and low
Baby, let's go
To the cabin down below

Well, I've had my eye on you
For a long, long time
I'm watching everything you do
Baby, you're gonna be mine

Come on go with me, babe
Come on go with me, girl
Baby, let's go
To the cabin down below

Time's been moving slow
Since we both got here
Come on slide a little closer
Let me whisper in your ear

Well I got a radio
Turn it on soft and low
Baby, let's go
To the cabin down below

Oh, baby, let's go
To the cabin down below
Baby, let's love
In the cabin down below",en
Sheryl Crow,Rock,153.0,1.4,/sheryl-crow/,Lucky Kid,/sheryl-crow/lucky-kid.html,"I want to take you down to the river
I want to wash the blood from your hands
I want to make you see
You belong to me
You won't ever win
I want to walk out over the water
I want to tear my heart from my chest
I want to change my face
Wanna leave this place
Start all over again
Well don't you know
You're wasted
You got more than you asked for

Wasted
You walk in through the out door
Oh, you're a lucky kid
Wasted
I want to turn you into a Corvette
I want to drive you out of your mind
I want to watch your face
When you reach that place
That you could never find
I want to make you scream for mercy
I want to break the silence within
And take you to your knees
Just like you did me
And crawl around in your skin
Oh don't you know
Wasted
You got more than you asked for
Wasted
You walk out through the in door
Oh, you're a lucky kid
Wasted
Oh, you're a lucky kid
Wasted
You got more than you asked for
Wasted
You went in through the out door
You tasted
What you never had before
You wasted everything
And now you're such a bore
Oh, you're a lucky kid
Wasted
Oh, cause I know what you did
Wasted
Oh, you're a lucky kid
I got your number
Oh, you get away with it.

",en
Eagle-Eye Cherry,Rock,67.0,3.0,/eagle-eye-cherry/,If It Can't Be Found,/eagle-eye-cherry/if-it-cant-be-found.html,"Dreams
Had more than a few
Dreams
And some did come true

We just can’t get enough

Now we’ve got all we wanted
Still we’re not satisfied at all
If it can’t be found
You’ll never get it
If it can’t be found
If it can’t be found

Greed
What can we do
Greed
Can’t satisfy you

We just can’t get enough

Now we’ve got all we wanted
Still we’re not satisfied at all
If it can’t be found
You’ll never get it
If it can’t be found
If it can’t be found",en
Jimmy Eat World,Rock,153.0,0.0,/jimmy-eat-world/,Get Right,/jimmy-eat-world/get-right.html,"[verse 1]
Hands will take their place
Far from intentions made
Disguised as patience, time gets wasted
Now is for the now, so get loud

[chorus]
I'm, I'm destination addicted
I just gotta be some place else
Never good time
Never feel the space to get it right
Get right
[verse 2]
Hands will find their way
To eyes inches from my face
My heart gets beating, I drink freely
How to hold it down, hold it down?

[chorus]
I'm, I'm destination addicted
I just gotta be some place else
Never good time
Never feel the space to get it right
Get right

[bridge]
Okay, okay, enough
Let me explain
Okay, okay, enough
Get on with it
Maybe if I stand up straight
One small thing I can change
Maybe if I, maybe if I

[chorus]
I'm, I'm destination addicted
I just gotta be some place else
Never good time
Never feel the space to get it right
Get right",en
Tom Petty,Rock,202.0,1.0,/tom-petty-and-the-heartbreakers/,The Criminal Kind,/tom-petty-and-the-heartbreakers/the-criminal-kind.html,"You got a criminal mind
You got criminal looks
Boy you better look out
You're gonna get hooked
Don't you ever feel guilty
When you come up short
Man you better be careful
You're gonna get caught

Chorus
'Cause you're the criminal kind, you're the criminal kind
Man what you gonna do? Where you gonna hide?
They're callin' you a sickness, disease of the mind
Man what you gonna do? You're the criminal kind

Don't you ever get tired? Don't you ever wanna quit?
Yeah it's been a long time, and you still don't fit
Dog tags on the mirror, hangin' down from a chain
Give up little sister, this ain't gonna change

(Repeat Chorus)

Yeah, and that little girl you used to know
Just don't come around no more
Now she ain't there to watch the door
She don't wanna die in no liquor store
I hope they all made money, I hope they all get rich
Yeah, I hope they give hell, to every son-of-a-bitch
That put a man on the carpet
Or stuck him out on the line
Whoever let him get a taste of the criminal life

(Repeat Chorus)",en
Marianne Faithfull,Rock,248.0,0.0,/marianne-faithfull/,Come My Way [Version 1],/marianne-faithfull/come-my-way-version-1.html,"The wild mountain thyme that grows around my door
Has grown there for two score years or more
And I've grown weary waiting for love to say
""Come my way, come my way.""

The brook that sings and twinkles in the sun
Has danced this mercy dance since time begun
But o how weary and how long the day will he say
""Come my way.""

Lovers all around, I wish you joy
Happiness to every girl and boy.
But sometimes spare a thought of me and say
",en
Scars On Broadway,Rock,26.0,0.0,/scars-on-broadway/,Funny,/scars-on-broadway/funny.html,"Funny, how you turned red
When I first said
Let's join the dead

Funny, I was driving by
Feeling really high
It made me cry

Wooooohhhhhh.....
Ahhhhh...

Funny, there were swastikas
On Santa Monica
Where they were scarred

Funny, that no one said
that you were dead
and painted red

Where do you go when you fall on your face?
It's a place that you never should know
Is there a reason why people should change
And they changin' the way that they go

If I was there with you for long
Would you be singing me this song?
I'm holding on...

Wooooohhhhhh.....
Ahhhhh...

Where do you go when you fall on your face?
It's a place that you never should know
Is there a reason why people should change?
And they changin' the way that they go

If I was there with you for long
Would you be singing me this song?
I'm holding on...

Wooooohhhhhh.....
Ahhhhh...

Wooooohhhhhh.....
Ahhhhh...",en
The Animals,Rock,108.0,2.5,/the-animals/,I'm An Animal,/the-animals/im-an-animal.html,"I'm an animal
I'm an animal
I'm an animal...here to blow your mind
I'm an animal...of the English kind
I'm an animal...gonna flip your wig
I'm an animal...behave just like a pig
I'm an animal
Hey, hey, hey, hey, hey
Let me be your best friend
and I won't monkey 'round with you

I'm an animal...I'll eat your body and soul
I'm an animal...tune to rock and roll
I'm an animal...I'm a throroughbred
I'm an animal...going to give your head
I'm an animal...a woman is my prey
I'm an animal...eat both night and day
I'm an animal...I've got to satisfy
I'm an animal...never been known to lie
I'm an animal...animal life
I'm an animal...animalism
I'm an animal...human system, breath, flesh, flesh and blood
Physique, strength, power, vigor, force, spring, elasticity, tone and grace
Animal Kingdom, fumour, root, creation, animal creature, creature, being, living thing
Dumb animal, dumb friend, dumb creature, brute

I'm an animal...of the English kind
I'm an animal...going to blow your mind
I'm an animal...behave like a pig
I'm an animal...your gonna flip your wig

Oh, yeah
I'm an animal
Let me be your best friend

I'm an animal
Let me be your best friend

I'm an animal
Let me be your best friend

I'm an animal
Let me be your best friend
",en
Badfinger,Rock,120.0,0.0,/badfinger/,You Ask Yourself Why,/badfinger/you-ask-yourself-why.html,"The more you see of your love
The more you must try
Try to throw away those reasons to cry
It’s no surprise you wonder why
You ever believed it
But still you have a reason why
You wanna conceive it
There’s no real reason to deny
All that you need’s inside
I say there’s no reason to cry
All all that you see that is love
You ask yourself why
They know why you feel the pain go by
You don’t ask why you read the news
And you better believe it
As clouds go by you see anew
And you wanna perceive it
There’s no real reason to deny
All that you see pass by
Is in order to see you and I
All that you see pass by
Is in order to see you and I",en
